timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516734362475,656,HTTP Request 2,200,OK,Thread Group 1-34,text,true,,112273,117,100,100,485,0,106
1516734362550,605,HTTP Request 2,200,OK,Thread Group 1-25,text,true,,112266,117,100,100,444,0,102
1516734362494,665,HTTP Request 2,200,OK,Thread Group 1-8,text,true,,112273,117,100,100,501,0,105
1516734362332,839,HTTP Request 2,200,OK,Thread Group 1-13,text,true,,112272,117,100,100,489,0,102
1516734362549,639,HTTP Request 2,200,OK,Thread Group 1-28,text,true,,112273,117,100,100,464,0,111
1516734362597,611,HTTP Request 2,200,OK,Thread Group 1-29,text,true,,112271,117,100,100,448,0,103
1516734362560,652,HTTP Request 2,200,OK,Thread Group 1-17,text,true,,112273,117,100,100,488,0,105
1516734362601,737,HTTP Request 2,200,OK,Thread Group 1-43,text,true,,112273,117,100,100,467,0,104
1516734362593,747,HTTP Request 2,200,OK,Thread Group 1-22,text,true,,112273,117,100,100,485,0,104
1516734362588,755,HTTP Request 2,200,OK,Thread Group 1-47,text,true,,112272,117,100,100,560,0,109
1516734362677,671,HTTP Request 2,200,OK,Thread Group 1-24,text,true,,112265,117,100,100,452,0,100
1516734362628,720,HTTP Request 2,200,OK,Thread Group 1-37,text,true,,112265,117,100,100,474,0,113
1516734362660,690,HTTP Request 2,200,OK,Thread Group 1-53,text,true,,112272,117,100,100,466,0,105
1516734362626,727,HTTP Request 2,200,OK,Thread Group 1-18,text,true,,112265,117,100,100,479,0,103
1516734362592,765,HTTP Request 2,200,OK,Thread Group 1-26,text,true,,112273,117,100,100,479,0,105
1516734362633,726,HTTP Request 2,200,OK,Thread Group 1-44,text,true,,112273,117,100,100,463,0,107
1516734362718,641,HTTP Request 2,200,OK,Thread Group 1-42,text,true,,112264,117,100,100,450,0,102
1516734362721,640,HTTP Request 2,200,OK,Thread Group 1-30,text,true,,112272,117,100,100,453,0,102
1516734362568,793,HTTP Request 2,200,OK,Thread Group 1-21,text,true,,112273,117,100,100,434,0,102
1516734362696,666,HTTP Request 2,200,OK,Thread Group 1-41,text,true,,112272,117,100,100,484,0,101
1516734362553,809,HTTP Request 2,200,OK,Thread Group 1-2,text,true,,112273,117,100,100,458,0,98
1516734362588,777,HTTP Request 2,200,OK,Thread Group 1-10,text,true,,112273,117,100,100,510,0,102
1516734362552,830,HTTP Request 2,200,OK,Thread Group 1-27,text,true,,112273,117,100,100,465,0,102
1516734362838,630,HTTP Request 2,200,OK,Thread Group 1-14,text,true,,112264,117,100,100,496,0,104
1516734362851,642,HTTP Request 2,200,OK,Thread Group 1-39,text,true,,112271,117,100,100,480,0,106
1516734362838,655,HTTP Request 2,200,OK,Thread Group 1-32,text,true,,112272,117,100,100,495,0,108
1516734362838,656,HTTP Request 2,200,OK,Thread Group 1-19,text,true,,112272,117,100,100,495,0,110
1516734362838,661,HTTP Request 2,200,OK,Thread Group 1-50,text,true,,112273,117,100,100,493,0,102
1516734362838,672,HTTP Request 2,200,OK,Thread Group 1-56,text,true,,112273,117,100,100,493,0,104
1516734362896,641,HTTP Request 2,200,OK,Thread Group 1-74,text,true,,112266,117,100,100,463,0,101
1516734362861,682,HTTP Request 2,200,OK,Thread Group 1-61,text,true,,112272,117,100,100,506,0,106
1516734362896,647,HTTP Request 2,200,OK,Thread Group 1-70,text,true,,112273,117,100,100,476,0,97
1516734362925,638,HTTP Request 2,200,OK,Thread Group 1-31,text,true,,112272,117,100,100,471,0,102
1516734362915,653,HTTP Request 2,200,OK,Thread Group 1-49,text,true,,112273,117,100,100,479,0,104
1516734362941,634,HTTP Request 2,200,OK,Thread Group 1-58,text,true,,112273,117,100,100,450,0,108
1516734362907,723,HTTP Request 2,200,OK,Thread Group 1-72,text,true,,112273,117,100,100,463,0,102
1516734363021,619,HTTP Request 2,200,OK,Thread Group 1-64,text,true,,112272,117,100,100,464,0,101
1516734363021,638,HTTP Request 2,200,OK,Thread Group 1-51,text,true,,112271,117,100,100,467,0,110
1516734363069,613,HTTP Request 2,200,OK,Thread Group 1-68,text,true,,112266,117,100,100,455,0,103
1516734363096,611,HTTP Request 2,200,OK,Thread Group 1-45,text,true,,112271,117,100,100,448,0,107
1516734362900,827,HTTP Request 2,200,OK,Thread Group 1-63,text,true,,112273,117,100,100,465,0,104
1516734363092,666,HTTP Request 2,200,OK,Thread Group 1-5,text,true,,112273,117,100,100,506,0,102
1516734363084,691,HTTP Request 2,200,OK,Thread Group 1-75,text,true,,112271,117,100,100,444,0,102
1516734363122,679,HTTP Request 2,200,OK,Thread Group 1-82,text,true,,112273,117,100,100,494,0,110
1516734363123,721,HTTP Request 2,200,OK,Thread Group 1-96,text,true,,112266,117,100,100,552,0,210
1516734363089,755,HTTP Request 2,200,OK,Thread Group 1-20,text,true,,112273,117,100,100,488,0,102
1516734363151,700,HTTP Request 2,200,OK,Thread Group 1-86,text,true,,112271,117,100,100,539,0,184
1516734362838,1016,HTTP Request 2,200,OK,Thread Group 1-7,text,true,,112271,117,100,100,779,0,394
1516734363171,686,HTTP Request 2,200,OK,Thread Group 1-55,text,true,,112264,117,100,100,507,0,163
1516734363021,837,HTTP Request 2,200,OK,Thread Group 1-69,text,true,,112273,117,100,100,473,0,107
1516734363173,687,HTTP Request 2,200,OK,Thread Group 1-98,text,true,,112273,117,100,100,529,0,161
1516734363140,732,HTTP Request 2,200,OK,Thread Group 1-85,text,true,,112271,117,100,100,546,0,195
1516734363147,725,HTTP Request 2,200,OK,Thread Group 1-16,text,true,,112273,117,100,100,570,0,189
1516734363089,790,HTTP Request 2,200,OK,Thread Group 1-66,text,true,,112266,117,100,100,449,0,103
1516734363091,790,HTTP Request 2,200,OK,Thread Group 1-89,text,true,,112265,117,100,100,444,0,107
1516734363140,756,HTTP Request 2,200,OK,Thread Group 1-99,text,true,,112273,117,100,100,580,0,196
1516734363138,798,HTTP Request 2,200,OK,Thread Group 1-76,text,true,,112271,117,100,100,606,0,197
1516734363333,639,HTTP Request 2,200,OK,Thread Group 1-91,text,true,,112273,117,100,100,463,0,103
1516734363379,620,HTTP Request 2,200,OK,Thread Group 1-35,text,true,,112273,117,100,100,458,0,106
1516734363333,780,HTTP Request 2,200,OK,Thread Group 1-84,text,true,,112273,117,100,100,518,0,105
1516734363413,706,HTTP Request 2,200,OK,Thread Group 1-23,text,true,,112271,117,100,100,456,0,107
1516734363463,663,HTTP Request 2,200,OK,Thread Group 1-73,text,true,,112266,117,100,100,447,0,101
1516734363461,668,HTTP Request 2,200,OK,Thread Group 1-93,text,true,,112264,117,100,100,447,0,98
1516734363375,759,HTTP Request 2,200,OK,Thread Group 1-40,text,true,,112266,117,100,100,493,0,112
1516734363168,967,HTTP Request 2,200,OK,Thread Group 1-83,text,true,,112273,117,100,100,571,0,166
1516734363447,693,HTTP Request 2,200,OK,Thread Group 1-90,text,true,,112266,117,100,100,453,0,104
1516734363341,802,HTTP Request 2,200,OK,Thread Group 1-95,text,true,,112273,117,100,100,492,0,105
1516734363438,708,HTTP Request 2,200,OK,Thread Group 1-62,text,true,,112273,117,100,100,490,0,110
1516734363553,598,HTTP Request 2,200,OK,Thread Group 1-71,text,true,,112266,117,100,100,432,0,97
1516734363539,617,HTTP Request 2,200,OK,Thread Group 1-46,text,true,,112273,117,100,100,458,0,101
1516734363486,676,HTTP Request 2,200,OK,Thread Group 1-97,text,true,,112271,117,100,100,495,0,109
1516734363517,646,HTTP Request 2,200,OK,Thread Group 1-52,text,true,,112273,117,100,100,434,0,103
1516734363520,652,HTTP Request 2,200,OK,Thread Group 1-57,text,true,,112272,117,100,100,473,0,108
1516734363438,768,HTTP Request 2,200,OK,Thread Group 1-54,text,true,,112264,117,100,100,453,0,104
1516734363549,667,HTTP Request 2,200,OK,Thread Group 1-48,text,true,,112271,117,100,100,453,0,111
1516734363457,776,HTTP Request 2,200,OK,Thread Group 1-38,text,true,,112273,117,100,100,444,0,105
1516734363604,644,HTTP Request 2,200,OK,Thread Group 1-79,text,true,,112273,117,100,100,510,0,100
1516734363438,816,HTTP Request 2,200,OK,Thread Group 1-100,text,true,,112265,117,100,100,476,0,111
1516734363646,634,HTTP Request 2,200,OK,Thread Group 1-65,text,true,,112273,117,100,100,472,0,105
1516734363646,637,HTTP Request 2,200,OK,Thread Group 1-60,text,true,,112273,117,100,100,467,0,105
1516734363700,670,HTTP Request 2,200,OK,Thread Group 1-77,text,true,,112271,117,100,100,504,0,110
1516734363777,643,HTTP Request 2,200,OK,Thread Group 1-33,text,true,,112273,117,100,100,450,0,107
1516734363855,634,HTTP Request 2,200,OK,Thread Group 1-59,text,true,,112272,117,100,100,455,0,107
1516734363976,718,HTTP Request 2,200,OK,Thread Group 1-67,text,true,,112273,117,100,100,558,0,199
1516734363983,721,HTTP Request 2,200,OK,Thread Group 1-81,text,true,,112271,117,100,100,555,0,202
1516734363983,733,HTTP Request 2,200,OK,Thread Group 1-92,text,true,,112273,117,100,100,549,0,203
1516734363980,741,HTTP Request 2,200,OK,Thread Group 1-87,text,true,,112272,117,100,100,577,0,201
1516734363976,900,HTTP Request 2,200,OK,Thread Group 1-80,text,true,,112265,117,100,100,543,0,201
1516734363996,911,HTTP Request 2,200,OK,Thread Group 1-88,text,true,,112273,117,100,100,534,0,183
1516734364113,848,HTTP Request 2,200,OK,Thread Group 1-78,text,true,,112266,117,100,100,663,0,107
1516734364634,622,HTTP Request 2,200,OK,Thread Group 1-94,text,true,,112273,117,100,100,466,0,101
1516734367881,588,HTTP Request,200,OK,Thread Group 1-11,text,true,,112266,117,100,100,433,0,101
1516734367833,637,HTTP Request,200,OK,Thread Group 1-12,text,true,,112273,117,100,100,484,0,100
1516734367898,601,HTTP Request,200,OK,Thread Group 1-6,text,true,,112273,117,100,100,446,0,102
1516734367899,631,HTTP Request,200,OK,Thread Group 1-4,text,true,,112265,117,100,100,468,0,109
1516734367883,689,HTTP Request,200,OK,Thread Group 1-1,text,true,,112272,117,100,100,520,0,110
1516734368038,624,HTTP Request,200,OK,Thread Group 1-3,text,true,,112272,117,100,100,460,0,111
1516734368086,683,HTTP Request,200,OK,Thread Group 1-9,text,true,,112273,117,100,100,470,0,103
1516734368014,762,HTTP Request,200,OK,Thread Group 1-15,text,true,,112272,117,100,100,496,0,106
1516734368172,624,HTTP Request,200,OK,Thread Group 1-13,text,true,,112272,117,100,100,468,0,102
