Elapsed time;HTTP Request (success)
02:14:14,0;43.0
02:14:15,0;99.0
02:14:16,0;89.0
02:14:17,0;95.0
02:14:18,0;102.0
02:14:19,0;98.0
02:14:20,0;104.0
02:14:21,0;107.0
02:14:22,0;96.0
02:14:23,0;89.0
02:14:24,0;61.0
02:14:25,0;15.0
